scenario_nr	par_space	w_corr	N	nC	I	missing	method	Tissues	PD	LCI	UCI	parspace	shared
35	alt	0.8	698	49	1000	OneK1K missing	FastGxC	p.value_T47_nominal	0.997	0.993610338758416	1.00038966124158	Weaker extensive heterogeneity	Shared
35	alt	0.8	698	49	1000	OneK1K missing	FastGxC	p.value_T48_nominal	0.967	0.955928198320636	0.978071801679364	Weaker extensive heterogeneity	Shared
35	alt	0.8	698	49	1000	OneK1K missing	FastGxC	p.value_T49_nominal	0.996	0.992087919742433	0.999912080257567	Weaker extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	global_eQTL	1	1	1	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	global_eQTL_unadjusted	1	1	1	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	global	1	1	1	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T1	1	1	1	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T2	0.982	0.973759755700552	0.990240244299448	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T3	0.95	0.936491880442379	0.963508119557621	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T4	0.857	0.835302658689718	0.878697341310282	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T5	0.81	0.785685384796283	0.834314615203717	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T6	0.726	0.698356585694821	0.753643414305179	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T7	0.668	0.638811931009088	0.697188068990912	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T8	0.392	0.36174181219093	0.42225818780907	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T9	0.467	0.436077817727111	0.497922182272889	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T10	0.386	0.355826483361401	0.416173516638599	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T11	0.289	0.260904820395352	0.317095179604648	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T12	0.215	0.189537435076908	0.240462564923092	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T13	0.188	0.163783853780341	0.212216146219659	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T14	0.124	0.103572699078462	0.144427300921538	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T15	0.12	0.0998590454182206	0.140140954581779	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T16	0.064	0.0488303345720856	0.0791696654279144	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T17	0.059	0.0443960980465453	0.0736039019534547	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T18	0.044	0.0312883075936492	0.0567116924063508	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T19	0.038	0.0261497523802541	0.049850247619746	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T20	0.019	0.0105382654875659	0.0274617345124341	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T21	0.025	0.0153234531596019	0.0346765468403981	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T22	0.015	0.00746623904840646	0.0225337609515935	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T23	0.02	0.0113228695477361	0.0286771304522639	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T24	0.024	0.0145140982813473	0.0334859017186527	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T25	0.027	0.0169541568458165	0.0370458431541835	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T26	0.044	0.0312883075936492	0.0567116924063508	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T27	0.039	0.0270010819179063	0.0509989180820937	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T28	0.048	0.0347508754149401	0.0612491245850599	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T29	0.054	0.0399915353305104	0.0680084646694896	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T30	0.092	0.0740863151739933	0.109913684826007	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T31	0.115	0.0952271784644643	0.134772821535536	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T32	0.093	0.0749991418819999	0.111000858118	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T33	0.162	0.139163601780006	0.184836398219994	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T34	0.192	0.167587942413488	0.216412057586513	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T35	0.247	0.220270301769011	0.273729698230989	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T36	0.252	0.225090900760792	0.278909099239208	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T37	0.33	0.300856449336852	0.359143550663148	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T38	0.324	0.294993592488147	0.353006407511854	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T39	0.383	0.352870629356439	0.413129370643561	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T40	0.284	0.256051160982337	0.311948839017663	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T41	0.459	0.42811461166027	0.48988538833973	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T42	0.529	0.498062417057803	0.559937582942197	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T43	0.539	0.508104663032955	0.569895336967045	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T44	0.586	0.555472090216727	0.616527909783273	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T45	0.633	0.603126715277789	0.662873284722211	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T46	0.68	0.651088039855744	0.708911960144256	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T47	0.73	0.702483613362965	0.757516386637035	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T48	0.526	0.495052174890459	0.556947825109541	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T49	0.801	0.776254804616657	0.825745195383343	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T1_nominal	1	1	1	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T2_nominal	0.995	0.990628357558885	0.999371642441114	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T3_nominal	0.985	0.977466239048406	0.992533760951594	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T4_nominal	0.935	0.919720449619584	0.950279550380417	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T5_nominal	0.903	0.88465668460819	0.92134331539181	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T6_nominal	0.845	0.822569327494691	0.867430672505309	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T7_nominal	0.804	0.779396088790596	0.828603911209405	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T8_nominal	0.551	0.520171878571977	0.581828121428023	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T9_nominal	0.632	0.602109681723311	0.661890318276689	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T10_nominal	0.562	0.531249420534455	0.592750579465545	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T11_nominal	0.453	0.422147464891218	0.483852535108782	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T12_nominal	0.337	0.307703225676425	0.366296774323575	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T13_nominal	0.31	0.2813348985394	0.3386651014606	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T14_nominal	0.225	0.199118454801567	0.250881545198433	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T15_nominal	0.22	0.19432521989128	0.24567478010872	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T16_nominal	0.125	0.104502206008611	0.145497793991389	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T17_nominal	0.122	0.101714988216975	0.142285011783025	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T18_nominal	0.103	0.0841607796896275	0.121839220310372	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T19_nominal	0.073	0.056876868794952	0.089123131205048	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T20_nominal	0.066	0.0506115989283204	0.0813884010716796	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T21_nominal	0.061	0.0461664259266171	0.0758335740733829	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T22_nominal	0.052	0.0382388752630849	0.0657611247369151	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T23_nominal	0.061	0.0461664259266171	0.0758335740733829	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T24_nominal	0.06	0.0452806835251378	0.0747193164748622	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T25_nominal	0.066	0.0506115989283204	0.0813884010716796	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T26_nominal	0.102	0.0832420080461607	0.120757991953839	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T27_nominal	0.092	0.0740863151739933	0.109913684826007	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T28_nominal	0.101	0.0823237953678965	0.119676204632104	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T29_nominal	0.135	0.113820142734509	0.156179857265491	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T30_nominal	0.18	0.156188252438461	0.203811747561539	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T31_nominal	0.216	0.190494549552466	0.241505450447534	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T32_nominal	0.183	0.159034600989326	0.206965399010674	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T33_nominal	0.292	0.26381901650483	0.32018098349517	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T34_nominal	0.338	0.308681926054339	0.367318073945661	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T35_nominal	0.383	0.352870629356439	0.413129370643561	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T36_nominal	0.399	0.368649085948795	0.429350914051205	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T37_nominal	0.461	0.430104663032955	0.491895336967045	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T38_nominal	0.479	0.448037593410176	0.509962406589824	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T39_nominal	0.543	0.512125061169064	0.573874938830937	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T40_nominal	0.421	0.390399507182505	0.451600492817495	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T41_nominal	0.614	0.583826483361401	0.644173516638599	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T42_nominal	0.701	0.672624554146962	0.729375445853037	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T43_nominal	0.692	0.663386136800364	0.720613863199636	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T44_nominal	0.723	0.695263150873266	0.750736849126735	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T45_nominal	0.78	0.75432521989128	0.80567478010872	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T46_nominal	0.816	0.791983922194199	0.840016077805801	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T47_nominal	0.861	0.839558406071333	0.882441593928667	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T48_nominal	0.71	0.681876053420956	0.738123946579044	Extensive heterogeneity	Shared
36	alt	0	698	49	1000	OneK1K missing	FastGxC	p.value_T49_nominal	0.891	0.87168475629957	0.91031524370043	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	global_eQTL	1	1	1	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	global_eQTL_unadjusted	1	1	1	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	global	1	1	1	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T1	1	1	1	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T2	0.998	0.995230965546241	1.00076903445376	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T3	0.994	0.989213512727833	0.998786487272167	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T4	0.946	0.93199153533051	0.96000846466949	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T5	0.912	0.894441522870316	0.929558477129684	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T6	0.849	0.826808308325994	0.871191691674006	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T7	0.778	0.75224186727119	0.80375813272881	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T8	0.529	0.498062417057803	0.559937582942197	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T9	0.6	0.56963636851484	0.63036363148516	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T10	0.525	0.494049009815345	0.555950990184655	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T11	0.411	0.380505139615751	0.441494860384249	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T12	0.272	0.24441974782859	0.29958025217141	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T13	0.265	0.237646387043012	0.292353612956988	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T14	0.182	0.158085547813306	0.205914452186694	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T15	0.154	0.131628575794212	0.176371424205788	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T16	0.085	0.067715051062283	0.102284948937717	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T17	0.097	0.0786566846081899	0.11534331539181	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T18	0.049	0.0356206076526052	0.0623793923473948	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T19	0.039	0.0270010819179063	0.0509989180820937	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T20	0.025	0.0153234531596019	0.0346765468403981	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T21	0.025	0.0153234531596019	0.0346765468403981	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T22	0.032	0.0210916074314397	0.0429083925685603	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T23	0.018	0.00975975570055175	0.0262402442994482	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T24	0.024	0.0145140982813473	0.0334859017186527	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T25	0.025	0.0153234531596019	0.0346765468403981	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T26	0.04	0.0278545474059361	0.0521454525940639	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T27	0.056	0.0417495656523328	0.0702504343476672	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T28	0.073	0.056876868794952	0.089123131205048	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T29	0.098	0.0795725858050003	0.116427414195	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T30	0.119	0.0989317489226701	0.13906825107733	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T31	0.166	0.142938626992909	0.189061373007091	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T32	0.106	0.0869203772656727	0.125079622734327	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T33	0.188	0.163783853780341	0.212216146219659	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T34	0.282	0.254110876382022	0.309889123617978	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T35	0.338	0.308681926054339	0.367318073945661	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T36	0.335	0.305746265387473	0.364253734612527	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T37	0.385	0.354841064138968	0.415158935861032	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T38	0.479	0.448037593410176	0.509962406589824	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T39	0.526	0.495052174890459	0.556947825109541	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T40	0.377	0.346962568773691	0.407037431226309	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T41	0.657	0.627577617589627	0.686422382410373	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T42	0.676	0.646993592488147	0.705006407511854	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T43	0.701	0.672624554146962	0.729375445853037	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T44	0.697	0.668516995772896	0.725483004227104	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T45	0.768	0.741837894449491	0.79416210555051	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T46	0.79	0.764755237803593	0.815244762196407	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T47	0.849	0.826808308325994	0.871191691674006	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T48	0.626	0.596010373377846	0.655989626622154	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T49	0.903	0.88465668460819	0.92134331539181	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T1_nominal	1	1	1	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T2_nominal	0.999	0.99704101624257	1.00095898375743	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T3_nominal	0.999	0.99704101624257	1.00095898375743	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T4_nominal	0.974	0.964136881670827	0.983863118329172	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T5_nominal	0.958	0.945567585226134	0.970432414773866	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T6_nominal	0.922	0.90537885826578	0.93862114173422	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T7_nominal	0.866	0.844886538716055	0.887113461283945	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T8_nominal	0.675	0.645970359478806	0.704029640521195	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T9_nominal	0.733	0.705580741307306	0.760419258692694	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T10_nominal	0.673	0.643924345508158	0.702075654491842	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T11_nominal	0.552	0.521178296599273	0.582821703400727	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T12_nominal	0.394	0.363714655790891	0.424285344209109	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T13_nominal	0.381	0.350900734115037	0.411099265884963	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T14_nominal	0.305	0.276464176312631	0.333535823687369	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T15_nominal	0.253	0.22605559160082	0.27994440839918	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T16_nominal	0.148	0.12599107927557	0.17000892072443	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T17_nominal	0.156	0.13351040609153	0.17848959390847	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T18_nominal	0.102	0.0832420080461607	0.120757991953839	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T19_nominal	0.082	0.064995010903074	0.099004989096926	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T20_nominal	0.072	0.0559790477011041	0.0880209522988959	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T21_nominal	0.056	0.0417495656523328	0.0702504343476672	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T22_nominal	0.053	0.0391145162248678	0.0668854837751322	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T23_nominal	0.048	0.0347508754149401	0.0612491245850599	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T24_nominal	0.054	0.0399915353305104	0.0680084646694896	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T25_nominal	0.063	0.0479412764271206	0.0780587235728794	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T26_nominal	0.086	0.0686231755161698	0.10337682448383	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T27_nominal	0.112	0.0924537438758479	0.131546256124152	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T28_nominal	0.131	0.110088093566368	0.151911906433632	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T29_nominal	0.174	0.150502982581922	0.197497017418078	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T30_nominal	0.203	0.178069828238479	0.227930171761521	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T31_nominal	0.251	0.224126399258163	0.277873600741837	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T32_nominal	0.192	0.167587942413488	0.216412057586513	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T33_nominal	0.325	0.295970359478806	0.354029640521194	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T34_nominal	0.414	0.383472090216727	0.444527909783273	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T35_nominal	0.463	0.4320952148034	0.4939047851966	Extensive heterogeneity	Shared
37	alt	0.2	698	49	1000	OneK1K missing	FastGxC	p.value_T36_nominal	0.46	0.429109574767245	0.490890425232755	Extensive heterogeneity	Shared
